index,RACH_ID,PLU,DATA,IL,CSNJ_B,WART,time_rounded_DATA,hour,minute,time,date
129381,100000068001,4,2018-09-01 14:45:00,1.0,11.8,11.8,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129382,100000068001,601,2018-09-01 14:46:00,1.0,4.9,4.9,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129383,100000068002,4,2018-09-01 14:48:00,1.0,11.8,11.8,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129384,100000068002,4,2018-09-01 14:48:00,1.0,11.8,11.8,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129385,100000068002,803,2018-09-01 14:48:00,1.0,0.6,0.6,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129386,100000068003,8,2018-09-01 14:57:00,1.0,18.9,18.9,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129387,100000068003,9,2018-09-01 14:57:00,1.0,18.8,18.8,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129388,100000068003,803,2018-09-01 14:57:00,1.0,0.6,0.6,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129389,100000068004,4,2018-09-01 15:00:00,1.0,11.8,11.8,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129390,100000068004,4,2018-09-01 15:00:00,1.0,11.8,11.8,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129391,100000068004,776,2018-09-01 15:01:00,1.0,7.8,7.8,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129392,100000068004,602,2018-09-01 15:01:00,1.0,4.9,4.9,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129393,100000068005,4,2018-09-01 15:02:00,1.0,11.8,11.8,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129394,100000068005,10,2018-09-01 15:02:00,1.0,16.5,16.5,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129395,100000068005,801,2018-09-01 15:02:00,1.0,22.8,22.8,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129396,100000068006,4,2018-09-01 15:06:00,1.0,11.8,11.8,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129397,100000068006,7,2018-09-01 15:06:00,1.0,17.8,17.8,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129398,100000068006,501,2018-09-01 15:06:00,1.0,3.8,3.8,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129399,100000068006,501,2018-09-01 15:06:00,1.0,3.8,3.8,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129400,100000068008,1,2018-09-01 15:13:00,1.0,19.8,19.8,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129401,100000068008,6,2018-09-01 15:13:00,1.0,19.8,19.8,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129402,100000068008,776,2018-09-01 15:13:00,1.0,7.8,7.8,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129403,100000068008,776,2018-09-01 15:13:00,1.0,7.8,7.8,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129404,100000068010,1,2018-09-01 15:15:00,1.0,19.8,19.8,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129405,100000068010,101,2018-09-01 15:15:00,1.0,17.8,17.8,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129406,100000068010,803,2018-09-01 15:15:00,1.0,0.6,0.6,2018-09-01 15:00:00,15.0,0.0,15.0,2018-09-01
129407,100000068012,4,2018-09-01 15:17:00,1.0,11.8,11.8,2018-09-01 15:30:00,15.0,0.5,15.5,2018-09-01
129408,100000068012,4,2018-09-01 15:17:00,1.0,11.8,11.8,2018-09-01 15:30:00,15.0,0.5,15.5,2018-09-01
129409,100000068012,711,2018-09-01 15:17:00,1.0,5.0,5.0,2018-09-01 15:30:00,15.0,0.5,15.5,2018-09-01
129410,100000068012,803,2018-09-01 15:17:00,1.0,0.6,0.6,2018-09-01 15:30:00,15.0,0.5,15.5,2018-09-01
129411,100000068014,100,2018-09-01 15:24:00,1.0,18.8,18.8,2018-09-01 15:30:00,15.0,0.5,15.5,2018-09-01
129412,100000068015,1,2018-09-01 15:28:00,0.5,19.8,9.9,2018-09-01 15:30:00,15.0,0.5,15.5,2018-09-01
129413,100000068015,4,2018-09-01 15:28:00,0.5,11.8,5.9,2018-09-01 15:30:00,15.0,0.5,15.5,2018-09-01
129414,100000068016,201,2018-09-01 15:29:00,1.0,19.9,19.9,2018-09-01 15:30:00,15.0,0.5,15.5,2018-09-01
129415,100000068016,798,2018-09-01 15:40:00,1.0,8.9,8.9,2018-09-01 15:30:00,15.0,0.5,15.5,2018-09-01
129416,100000068016,777,2018-09-01 15:41:00,1.0,9.8,9.8,2018-09-01 15:30:00,15.0,0.5,15.5,2018-09-01
129417,100000068016,735,2018-09-01 15:41:00,1.0,0.0,0.0,2018-09-01 15:30:00,15.0,0.5,15.5,2018-09-01
129418,100000068014,803,2018-09-01 15:51:00,1.0,0.6,0.6,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129419,100000068019,705,2018-09-01 15:53:00,1.0,1.0,1.0,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129420,100000068020,6,2018-09-01 15:54:00,1.0,19.8,19.8,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129421,100000068020,6,2018-09-01 15:54:00,1.0,19.8,19.8,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129422,100000068021,305,2018-09-01 15:58:00,1.0,7.9,7.9,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129423,100000068021,305,2018-09-01 15:58:00,1.0,7.9,7.9,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129424,100000068021,1,2018-09-01 15:58:00,1.0,19.8,19.8,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129425,100000068021,4,2018-09-01 15:58:00,1.0,11.8,11.8,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129426,100000068021,726,2018-09-01 15:58:00,1.0,8.0,8.0,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129427,100000068022,304,2018-09-01 16:00:00,1.0,7.9,7.9,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129428,100000068022,302,2018-09-01 16:00:00,1.0,7.9,7.9,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129429,100000068022,4,2018-09-01 16:00:00,1.0,11.8,11.8,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129430,100000068022,4,2018-09-01 16:00:00,1.0,11.8,11.8,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129431,100000068022,501,2018-09-01 16:00:00,1.0,3.8,3.8,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129432,100000068022,805,2018-09-01 16:00:00,1.0,14.8,14.8,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129433,100000068023,4,2018-09-01 16:02:00,1.0,11.8,11.8,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129434,100000068023,1,2018-09-01 16:02:00,0.5,19.8,9.9,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129435,100000068023,10,2018-09-01 16:02:00,0.5,16.5,8.25,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129436,100000068023,600,2018-09-01 16:02:00,1.0,4.9,4.9,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129437,100000068023,702,2018-09-01 16:02:00,1.0,5.0,5.0,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129438,100000068024,723,2018-09-01 16:03:00,1.0,7.0,7.0,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129439,100000068025,4,2018-09-01 16:08:00,1.0,11.8,11.8,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129440,100000068025,4,2018-09-01 16:08:00,1.0,11.8,11.8,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129441,100000068025,101,2018-09-01 16:09:00,1.0,17.8,17.8,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129442,100000068025,500,2018-09-01 16:09:00,1.0,3.8,3.8,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129443,100000068025,701,2018-09-01 16:09:00,1.0,5.0,5.0,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129444,100000068027,102,2018-09-01 16:14:00,0.5,15.8,7.9,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
129445,100000068027,105,2018-09-01 16:14:00,0.5,15.8,7.9,2018-09-01 16:00:00,16.0,0.0,16.0,2018-09-01
